"id","session","x","y","chosen","z","zscaled","time","trial","round","distance","type_choice","previous_reward"
1288,1,7,0,8,34,27,1736410146343,7,9,2,"Far",29
1288,1,1,0,2,24,20,1736410147178,8,9,6,"Far",34
1288,1,4,3,29,39,30,1736410147984,9,9,6,"Far",24
1288,1,6,1,15,34,27,1736410148693,10,9,4,"Far",39
1288,1,6,7,63,21,18,1736410149686,11,9,6,"Far",34
1288,1,2,5,43,32,25,1736410151080,12,9,6,"Far",21
1288,1,0,6,49,23,20,1736410151772,13,9,3,"Far",32
1288,1,1,7,58,39,30,1736410152394,14,9,2,"Far",23
1288,1,4,5,45,35,27,1736410153573,15,9,5,"Far",39
1288,1,1,2,18,23,20,1736410154503,16,9,6,"Far",35
1288,1,5,0,6,28,23,1736410155355,17,9,6,"Far",23
1288,1,5,1,14,42,32,1736410155967,18,9,1,"Near",28
1288,1,5,7,62,19,17,1736410157229,19,9,6,"Far",42
1288,1,3,2,20,23,20,1736410158215,20,9,7,"Far",19
1288,1,7,4,40,48,36,1736410159056,21,9,6,"Far",23
1288,1,7,6,56,32,25,1736410159929,22,9,2,"Far",48
1288,1,7,3,32,45,34,1736410160838,23,9,3,"Far",32
1288,1,7,3,32,45,34,1736410161498,24,9,0,"Repeat",45
1288,1,6,4,39,36,28,1736410162206,25,9,2,"Far",45
1288,1,3,1,12,25,20,1736410163107,0,10,NA,NA,NA
1288,1,3,4,36,38,28,1736410164653,1,10,3,"Far",25
1288,1,5,4,38,26,21,1736410165238,2,10,2,"Far",38
1288,1,7,2,24,6,9,1736410165797,3,10,4,"Far",26
1288,1,1,1,10,36,27,1736410166724,4,10,7,"Far",6
1288,1,0,4,33,4,7,1736410167364,5,10,4,"Far",36
1288,1,2,6,51,4,7,1736410168012,6,10,4,"Far",4
1288,1,6,6,55,14,13,1736410168688,7,10,4,"Far",4
1288,1,7,0,8,11,12,1736410170106,8,10,7,"Far",14
1288,1,0,0,1,9,10,1736410171348,9,10,7,"Far",11
1288,1,3,5,44,29,22,1736410172191,10,10,8,"Far",9
1288,1,4,6,53,22,18,1736410172885,11,10,2,"Far",29
1288,1,4,7,61,33,25,1736410173471,12,10,1,"Near",22
1288,1,0,7,57,32,24,1736410174148,13,10,4,"Far",33
1288,1,1,5,42,-1,4,1736410174939,14,10,3,"Far",32
1288,1,5,3,30,33,25,1736410175804,15,10,6,"Far",-1
1288,1,0,1,9,29,22,1736410200806,16,10,7,"Far",33
1288,1,1,3,26,24,19,1736410201636,17,10,3,"Far",29
1288,1,5,2,22,44,31,1736410202751,18,10,5,"Far",24
1288,1,5,0,6,43,31,1736410203509,19,10,2,"Far",44
1288,1,6,1,15,11,12,1736410204189,20,10,2,"Far",43
1288,1,5,1,14,37,27,1736410204821,21,10,1,"Near",11
1288,1,6,2,23,9,10,1736410206245,22,10,2,"Far",37
1288,1,5,2,22,41,30,1736410206961,23,10,1,"Near",9
1288,1,5,2,22,44,31,1736410207835,24,10,0,"Repeat",41
1288,1,5,2,22,40,29,1736410208243,25,10,0,"Repeat",44
1300,1,3,2,20,27,25,1736419060622,0,1,NA,NA,NA
1300,1,5,4,38,43,37,1736419063517,1,1,4,"Far",27
1300,1,2,5,43,18,18,1736419064189,2,1,4,"Far",43
1300,1,5,5,46,33,29,1736419064954,3,1,3,"Far",18
1300,1,6,5,47,42,36,1736419065585,4,1,1,"Near",33
1300,1,7,4,40,51,43,1736419066123,5,1,2,"Far",42
1300,1,7,3,32,40,35,1736419066759,6,1,1,"Near",51
1300,1,7,2,24,32,29,1736419067342,7,1,1,"Near",40
1300,1,6,2,23,33,29,1736419067913,8,1,1,"Near",32
1300,1,6,3,31,32,29,1736419068358,9,1,1,"Near",33
1300,1,6,4,39,41,35,1736419068866,10,1,1,"Near",32
1300,1,7,5,48,45,38,1736419069598,11,1,2,"Far",41
1300,1,7,6,56,25,24,1736419070367,12,1,1,"Near",45
1300,1,7,4,40,51,43,1736419071481,13,1,2,"Far",25
1300,1,7,4,40,49,41,1736419071716,14,1,0,"Repeat",51
1300,1,7,4,40,49,41,1736419071971,15,1,0,"Repeat",49
1300,1,7,4,40,51,43,1736419072174,16,1,0,"Repeat",49
1300,1,7,4,40,50,42,1736419072414,17,1,0,"Repeat",51
1300,1,7,4,40,51,43,1736419072634,18,1,0,"Repeat",50
1300,1,7,4,40,50,42,1736419072855,19,1,0,"Repeat",51
1300,1,7,4,40,49,41,1736419073045,20,1,0,"Repeat",50
1300,1,7,4,40,50,42,1736419073251,21,1,0,"Repeat",49
1300,1,7,4,40,51,43,1736419073427,22,1,0,"Repeat",50
1300,1,7,4,40,52,43,1736419073649,23,1,0,"Repeat",51
1300,1,7,4,40,51,43,1736419073858,24,1,0,"Repeat",52
1300,1,7,4,40,50,42,1736419074047,25,1,0,"Repeat",51
1300,1,6,2,23,13,14,1736419083070,0,2,NA,NA,NA
1300,1,0,1,9,29,24,1736419084677,1,2,7,"Far",13
1300,1,7,5,48,28,23,1736419085644,2,2,11,"Far",29
1300,1,7,6,56,46,35,1736419086173,3,2,1,"Near",28
1300,1,7,7,64,40,31,1736419086856,4,2,1,"Near",46
1300,1,6,6,55,33,27,1736419087466,5,2,2,"Far",40
1300,1,0,6,49,29,24,1736419088474,6,2,6,"Far",33
1300,1,7,0,8,28,23,1736419089458,7,2,13,"Far",29
1300,1,7,3,32,0,5,1736419090269,8,2,3,"Far",28
1300,1,3,6,52,21,19,1736419091183,9,2,7,"Far",0
1300,1,2,0,3,31,25,1736419092247,10,2,7,"Far",21
1300,1,4,1,13,23,20,1736419092829,11,2,3,"Far",31
1300,1,4,2,21,29,24,1736419093388,12,2,1,"Near",23
1300,1,2,4,35,32,26,1736419094486,13,2,4,"Far",29
1300,1,0,7,57,28,23,1736419095537,14,2,5,"Far",32
1300,1,5,4,38,19,18,1736419096629,15,2,8,"Far",28
1300,1,0,3,25,26,22,1736419097545,16,2,6,"Far",19
1300,1,7,6,56,45,35,1736419098991,17,2,10,"Far",26
1300,1,7,6,56,43,33,1736419099586,18,2,0,"Repeat",45
1300,1,7,6,56,44,34,1736419100093,19,2,0,"Repeat",43
1300,1,7,6,56,46,35,1736419100634,20,2,0,"Repeat",44
1300,1,7,6,56,45,35,1736419101408,21,2,0,"Repeat",46
1300,1,7,6,56,43,33,1736419101645,22,2,0,"Repeat",45
1300,1,7,6,56,43,33,1736419101834,23,2,0,"Repeat",43
1300,1,7,6,56,45,35,1736419102444,24,2,0,"Repeat",43
1300,1,7,6,56,44,34,1736419102765,25,2,0,"Repeat",45
1300,1,5,2,22,32,25,1736419103897,0,3,NA,NA,NA
1300,1,5,3,30,33,25,1736419104620,1,3,1,"Near",32
1300,1,5,4,38,20,17,1736419105087,2,3,1,"Near",33
1300,1,6,1,15,26,21,1736419105909,3,3,4,"Far",20
1300,1,4,0,5,29,23,1736419106523,4,3,3,"Far",26
1300,1,2,1,11,9,11,1736419107139,5,3,3,"Far",29
1300,1,2,4,35,4,7,1736419107683,6,3,3,"Far",9
1300,1,3,5,44,19,17,1736419108337,7,3,2,"Far",4
1300,1,6,6,55,14,14,1736419108970,8,3,4,"Far",19
1300,1,0,7,57,24,20,1736419110437,9,3,7,"Far",14
1300,1,1,6,50,51,37,1736419110994,10,3,2,"Far",24
1300,1,1,5,42,36,27,1736419111853,11,3,1,"Near",51
1300,1,2,6,51,34,26,1736419112385,12,3,2,"Far",36
1300,1,1,7,58,38,29,1736419113079,13,3,2,"Far",34
1300,1,0,6,49,33,25,1736419113721,14,3,2,"Far",38
1300,1,1,6,50,50,36,1736419114398,15,3,1,"Near",33
1300,1,1,6,50,50,36,1736419115040,16,3,0,"Repeat",50
1300,1,1,6,50,49,35,1736419115277,17,3,0,"Repeat",50
1300,1,1,6,50,48,35,1736419115485,18,3,0,"Repeat",49
1300,1,1,6,50,50,36,1736419115707,19,3,0,"Repeat",48
1300,1,1,6,50,51,37,1736419115966,20,3,0,"Repeat",50
1300,1,1,6,50,50,36,1736419116277,21,3,0,"Repeat",51
1300,1,1,6,50,49,35,1736419116544,22,3,0,"Repeat",50
1300,1,1,6,50,49,35,1736419116715,23,3,0,"Repeat",49
1300,1,1,6,50,50,36,1736419116905,24,3,0,"Repeat",49
1300,1,1,6,50,52,37,1736419117075,25,3,0,"Repeat",50
1300,1,2,7,59,5,8,1736419118222,0,4,NA,NA,NA
1300,1,1,2,18,12,13,1736419118924,1,4,6,"Far",5
1300,1,3,0,4,22,20,1736419119408,2,4,4,"Far",12
1300,1,5,2,22,45,35,1736419119922,3,4,4,"Far",22
1300,1,5,3,30,33,27,1736419120450,4,4,1,"Near",45
1300,1,6,3,31,14,14,1736419120978,5,4,1,"Near",33
1300,1,6,2,23,10,12,1736419121548,6,4,1,"Near",14
1300,1,6,1,15,16,16,1736419122011,7,4,1,"Near",10
1300,1,5,1,14,34,27,1736419122515,8,4,1,"Near",16
1300,1,4,1,13,31,25,1736419122995,9,4,1,"Near",34
1300,1,4,2,21,50,38,1736419123419,10,4,1,"Near",31
1300,1,4,3,29,30,25,1736419123945,11,4,1,"Near",50
1300,1,3,3,28,9,11,1736419124461,12,4,1,"Near",30
1300,1,3,2,20,31,25,1736419124981,13,4,1,"Near",9
1300,1,3,1,12,19,18,1736419125569,14,4,1,"Near",31
1300,1,4,2,21,50,38,1736419126077,15,4,2,"Far",19
1300,1,4,2,21,51,39,1736419126311,16,4,0,"Repeat",50
1300,1,4,2,21,49,37,1736419126520,17,4,0,"Repeat",51
1300,1,4,2,21,50,38,1736419126744,18,4,0,"Repeat",49
1300,1,4,2,21,50,38,1736419126952,19,4,0,"Repeat",50
1300,1,4,2,21,51,39,1736419127193,20,4,0,"Repeat",50
1300,1,4,2,21,51,39,1736419127417,21,4,0,"Repeat",51
1300,1,4,2,21,51,39,1736419127621,22,4,0,"Repeat",51
1300,1,4,2,21,50,38,1736419127845,23,4,0,"Repeat",51
1300,1,4,2,21,51,39,1736419128102,24,4,0,"Repeat",50
1300,1,4,2,21,49,37,1736419128309,25,4,0,"Repeat",51
1300,1,2,7,59,25,24,1736419129483,0,5,NA,NA,NA
1300,1,1,4,34,0,5,1736419130253,1,5,4,"Far",25
1300,1,3,3,28,35,31,1736419130799,2,5,3,"Far",0
1300,1,4,2,21,35,31,1736419131393,3,5,2,"Far",35
1300,1,6,2,23,12,14,1736419131982,4,5,2,"Far",35
1300,1,6,3,31,21,21,1736419132524,5,5,1,"Near",12
1300,1,4,3,29,36,32,1736419133070,6,5,2,"Far",21
1300,1,4,4,37,42,36,1736419133622,7,5,1,"Near",36
1300,1,4,5,45,35,31,1736419134276,8,5,1,"Near",42
1300,1,5,5,46,15,16,1736419134827,9,5,1,"Near",35
1300,1,5,4,38,28,26,1736419135356,10,5,1,"Near",15
1300,1,3,4,36,37,32,1736419136042,11,5,2,"Far",28
1300,1,3,5,44,35,31,1736419136547,12,5,1,"Near",37
1300,1,2,4,35,7,10,1736419137311,13,5,2,"Far",35
1300,1,5,3,30,35,31,1736419138072,14,5,4,"Far",7
1300,1,2,3,27,25,24,1736419138825,15,5,3,"Far",35
1300,1,4,4,37,40,35,1736419139676,16,5,3,"Far",25
1300,1,4,4,37,41,35,1736419139896,17,5,0,"Repeat",40
1300,1,4,4,37,40,35,1736419140088,18,5,0,"Repeat",41
1300,1,4,4,37,41,35,1736419140279,19,5,0,"Repeat",40
1300,1,4,4,37,39,34,1736419140486,20,5,0,"Repeat",41
1300,1,4,4,37,42,36,1736419140677,21,5,0,"Repeat",39
1300,1,4,4,37,40,35,1736419140900,22,5,0,"Repeat",42
1300,1,4,4,37,40,35,1736419141120,23,5,0,"Repeat",40
1300,1,4,4,37,40,35,1736419141327,24,5,0,"Repeat",40
1300,1,4,4,37,41,35,1736419141535,25,5,0,"Repeat",40
1300,1,7,4,40,30,24,1736419142545,0,6,NA,NA,NA
1300,1,1,1,10,34,26,1736419143736,1,6,9,"Far",30
1300,1,6,1,15,19,17,1736419144609,2,6,5,"Far",34
1300,1,1,6,50,13,13,1736419145684,3,6,10,"Far",19
1300,1,6,6,55,24,20,1736419146507,4,6,5,"Far",13
1300,1,2,3,27,41,30,1736419147295,5,6,7,"Far",24
1300,1,4,3,29,25,21,1736419148219,6,6,2,"Far",41
1300,1,2,2,19,39,29,1736419149212,7,6,3,"Far",25
1300,1,3,2,20,28,22,1736419150139,8,6,1,"Near",39
1300,1,1,4,34,37,28,1736419150999,9,6,4,"Far",28
1300,1,2,4,35,35,27,1736419151498,10,6,1,"Near",37
1300,1,1,3,26,37,28,1736419152219,11,6,2,"Far",35
1300,1,1,2,18,36,27,1736419152846,12,6,1,"Near",37
1300,1,2,3,27,43,32,1736419153587,13,6,2,"Far",36
1300,1,2,3,27,42,31,1736419153791,14,6,0,"Repeat",43
1300,1,2,3,27,41,30,1736419153997,15,6,0,"Repeat",42
1300,1,2,3,27,43,32,1736419154221,16,6,0,"Repeat",41
1300,1,2,3,27,43,32,1736419154428,17,6,0,"Repeat",43
1300,1,2,3,27,43,32,1736419154652,18,6,0,"Repeat",43
1300,1,2,3,27,44,32,1736419154877,19,6,0,"Repeat",43
1300,1,2,3,27,43,32,1736419155119,20,6,0,"Repeat",44
1300,1,2,3,27,42,31,1736419155389,21,6,0,"Repeat",43
1300,1,2,3,27,42,31,1736419155592,22,6,0,"Repeat",42
1300,1,2,3,27,44,32,1736419155833,23,6,0,"Repeat",42
1300,1,2,3,27,44,32,1736419156152,24,6,0,"Repeat",44
1300,1,2,3,27,42,31,1736419156456,25,6,0,"Repeat",44
1300,1,5,1,14,1,6,1736419157430,0,7,NA,NA,NA
1300,1,1,0,2,22,23,1736419158329,1,7,5,"Far",1
1300,1,6,0,7,9,12,1736419159461,2,7,5,"Far",22
1300,1,7,3,32,17,19,1736419160103,3,7,4,"Far",9
1300,1,6,6,55,31,30,1736419160896,4,7,4,"Far",17
1300,1,6,5,47,33,31,1736419162034,5,7,1,"Near",31
1300,1,4,5,45,45,41,1736419162524,6,7,2,"Far",33
1300,1,4,6,53,49,44,1736419163463,7,7,1,"Near",45
1300,1,5,5,46,42,39,1736419164321,8,7,2,"Far",49
1300,1,5,6,54,43,39,1736419164861,9,7,1,"Near",42
1300,1,4,7,61,46,42,1736419165437,10,7,2,"Far",43
1300,1,3,6,52,41,38,1736419166174,11,7,2,"Far",46
1300,1,5,7,62,48,43,1736419166897,12,7,3,"Far",41
1300,1,4,6,53,51,46,1736419167796,13,7,2,"Far",48
1300,1,4,6,53,53,47,1736419168472,14,7,0,"Repeat",51
1300,1,4,6,53,51,46,1736419169130,15,7,0,"Repeat",53
1300,1,4,6,53,51,46,1736419169486,16,7,0,"Repeat",51
1300,1,4,6,53,51,46,1736419169723,17,7,0,"Repeat",51
1300,1,4,6,53,51,46,1736419169913,18,7,0,"Repeat",51
1300,1,4,6,53,50,45,1736419170122,19,7,0,"Repeat",51
1300,1,4,6,53,50,45,1736419170345,20,7,0,"Repeat",50
1300,1,4,6,53,48,43,1736419170570,21,7,0,"Repeat",50
1300,1,4,6,53,51,46,1736419170827,22,7,0,"Repeat",48
1300,1,4,6,53,51,46,1736419171097,23,7,0,"Repeat",51
1300,1,4,6,53,50,45,1736419171352,24,7,0,"Repeat",51
1300,1,4,6,53,50,45,1736419171638,25,7,0,"Repeat",50
1300,1,6,1,15,32,25,1736419173390,0,8,NA,NA,NA
1300,1,1,6,50,18,16,1736419174648,1,8,10,"Far",32
1300,1,1,3,26,16,15,1736419175487,2,8,3,"Far",18
1300,1,2,0,3,-1,4,1736419176238,3,8,4,"Far",16
1300,1,5,4,38,8,10,1736419176929,4,8,7,"Far",-1
1300,1,7,3,32,3,7,1736419177648,5,8,3,"Far",8
1300,1,7,0,8,1,6,1736419178779,6,8,3,"Far",3
1300,1,5,0,6,14,14,1736419179435,7,8,2,"Far",1
1300,1,7,7,64,24,20,1736419180561,8,8,9,"Far",14
1300,1,6,6,55,24,20,1736419181068,9,8,2,"Far",24
1300,1,4,6,53,6,9,1736419181895,10,8,2,"Far",24
1300,1,2,6,51,18,16,1736419182744,11,8,2,"Far",6
1300,1,0,3,25,26,21,1736419183556,12,8,5,"Far",18
1300,1,2,2,19,4,7,1736419184197,13,8,3,"Far",26
1300,1,5,2,22,31,24,1736419184878,14,8,3,"Far",4
1300,1,3,4,36,25,21,1736419186385,15,8,4,"Far",31
1300,1,0,7,57,8,10,1736419187255,16,8,6,"Far",25
1300,1,1,1,10,25,21,1736419188622,17,8,7,"Far",8
1300,1,0,1,9,46,34,1736419189237,18,8,1,"Near",25
1300,1,1,0,2,17,16,1736419189899,19,8,2,"Far",46
1300,1,0,0,1,43,32,1736419190384,20,8,1,"Near",17
1300,1,0,2,17,18,16,1736419190921,21,8,2,"Far",43
1300,1,0,1,9,46,34,1736419191484,22,8,1,"Near",18
1300,1,0,1,9,45,33,1736419192125,23,8,0,"Repeat",46
1300,1,0,1,9,46,34,1736419192345,24,8,0,"Repeat",45
1300,1,0,1,9,47,34,1736419192536,25,8,0,"Repeat",46
1300,1,4,3,29,18,19,1736419193682,0,9,NA,NA,NA
1300,1,2,5,43,11,14,1736419195232,1,9,4,"Far",18
1300,1,5,3,30,20,21,1736419196046,2,9,5,"Far",11
1300,1,7,1,16,28,27,1736419196667,3,9,4,"Far",20
1300,1,3,1,12,43,39,1736419197277,4,9,4,"Far",28
1300,1,3,2,20,35,32,1736419198296,5,9,1,"Near",43
1300,1,4,1,13,51,45,1736419198954,6,9,2,"Far",35
1300,1,3,0,4,27,26,1736419199598,7,9,2,"Far",51
1300,1,4,0,5,38,35,1736419200049,8,9,1,"Near",27
1300,1,5,0,6,44,39,1736419200620,9,9,1,"Near",38
1300,1,5,1,14,42,38,1736419201061,10,9,1,"Near",44
1300,1,4,2,21,34,32,1736419201695,11,9,2,"Far",42
1300,1,4,1,13,51,45,1736419202241,12,9,1,"Near",34
1300,1,4,1,13,49,43,1736419202444,13,9,0,"Repeat",51
1300,1,4,1,13,51,45,1736419202669,14,9,0,"Repeat",49
1300,1,4,1,13,49,43,1736419202860,15,9,0,"Repeat",51
1300,1,4,1,13,49,43,1736419203050,16,9,0,"Repeat",49
1300,1,4,1,13,51,45,1736419203241,17,9,0,"Repeat",49
1300,1,4,1,13,49,43,1736419203431,18,9,0,"Repeat",51
1300,1,4,1,13,51,45,1736419203622,19,9,0,"Repeat",49
1300,1,4,1,13,49,43,1736419203812,20,9,0,"Repeat",51
1300,1,4,1,13,50,44,1736419204020,21,9,0,"Repeat",49
1300,1,4,1,13,51,45,1736419204209,22,9,0,"Repeat",50
1300,1,4,1,13,50,44,1736419204434,23,9,0,"Repeat",51
1300,1,4,1,13,49,43,1736419204625,24,9,0,"Repeat",50
1300,1,4,1,13,50,44,1736419204881,25,9,0,"Repeat",49
1300,1,7,2,24,34,27,1736419206082,0,10,NA,NA,NA
1300,1,2,3,27,46,34,1736419206775,1,10,6,"Far",34
1300,1,2,4,35,41,31,1736419207304,2,10,1,"Near",46
1300,1,4,2,21,37,29,1736419207965,3,10,4,"Far",41
1300,1,6,2,23,45,34,1736419208547,4,10,2,"Far",37
1300,1,3,0,4,17,16,1736419209158,5,10,5,"Far",45
1300,1,1,1,10,7,9,1736419209711,6,10,3,"Far",17
1300,1,0,4,33,18,17,1736419210258,7,10,4,"Far",7
1300,1,2,6,51,7,9,1736419210800,8,10,4,"Far",18
1300,1,5,5,46,26,22,1736419211337,9,10,4,"Far",7
1300,1,4,3,29,34,27,1736419211866,10,10,3,"Far",26
1300,1,6,4,39,27,22,1736419212430,11,10,3,"Far",34
1300,1,6,3,31,36,28,1736419213486,12,10,1,"Near",27
1300,1,6,1,15,38,29,1736419214057,13,10,2,"Far",36
1300,1,4,1,13,29,24,1736419214568,14,10,2,"Far",38
1300,1,2,2,19,29,24,1736419215339,15,10,3,"Far",29
1300,1,1,2,18,0,5,1736419242179,16,10,1,"Near",29
1300,1,0,7,57,4,8,1736419244112,17,10,6,"Far",0
1300,1,7,7,64,21,18,1736419245291,18,10,7,"Far",4
1300,1,7,6,56,10,11,1736419245789,19,10,1,"Near",21
1300,1,7,5,48,33,26,1736419246312,20,10,1,"Near",10
1300,1,6,6,55,19,17,1736419247180,21,10,2,"Far",33
1300,1,7,0,8,49,36,1736419248234,22,10,7,"Far",19
1300,1,7,1,16,39,30,1736419249023,23,10,1,"Near",49
1300,1,6,0,7,23,20,1736419249682,24,10,2,"Far",39
1300,1,7,0,8,47,35,1736419250289,25,10,1,"Near",23
1312,1,3,1,12,39,30,1736424644368,0,1,NA,NA,NA
1312,1,3,5,44,24,20,1736424647450,1,1,4,"Far",39
1312,1,2,3,27,21,18,1736424648119,2,1,3,"Far",24
1312,1,1,1,10,51,38,1736424648746,3,1,3,"Far",21
1312,1,2,0,3,28,23,1736424650055,4,1,2,"Far",51
1312,1,1,0,2,35,27,1736424650382,5,1,1,"Near",28
1312,1,1,2,18,49,36,1736424651153,6,1,2,"Far",35
1312,1,0,1,9,41,31,1736424651699,7,1,2,"Far",49
1312,1,7,1,16,36,28,1736424652655,8,1,7,"Far",41
1312,1,7,2,24,26,22,1736424653128,9,1,1,"Near",36
1312,1,7,4,40,39,30,1736424653722,10,1,2,"Far",26
1312,1,6,1,15,38,29,1736424654386,11,1,4,"Far",39
1312,1,5,1,14,38,29,1736424654920,12,1,1,"Near",38
1312,1,6,5,47,30,24,1736424655931,13,1,5,"Far",38
1312,1,7,7,64,35,27,1736424656736,14,1,3,"Far",30
1312,1,0,6,49,33,26,1736424658030,15,1,8,"Far",35
1312,1,1,6,50,21,18,1736424658587,16,1,1,"Near",33
1312,1,6,0,7,40,31,1736424659516,17,1,11,"Far",21
1312,1,5,0,6,46,34,1736424660041,18,1,1,"Near",40
1312,1,1,4,34,30,24,1736424661190,19,1,8,"Far",46
1312,1,0,4,33,40,31,1736424661729,20,1,1,"Near",30
1312,1,5,7,62,4,8,1736424662566,21,1,8,"Far",40
1312,1,6,3,31,29,24,1736424663390,22,1,5,"Far",4
1312,1,5,3,30,28,23,1736424663934,23,1,1,"Near",29
1312,1,4,3,29,36,28,1736424664446,24,1,1,"Near",28
1312,1,1,3,26,28,23,1736424665450,25,1,3,"Far",36
1312,1,5,5,46,39,29,1736424685093,0,2,NA,NA,NA
1312,1,4,3,29,27,22,1736424686308,1,2,3,"Far",39
1312,1,2,4,35,36,27,1736424686964,2,2,3,"Far",27
1312,1,2,5,43,38,29,1736424687464,3,2,1,"Near",36
1312,1,1,4,34,17,16,1736424688352,4,2,2,"Far",38
1312,1,2,1,11,13,13,1736424689004,5,2,4,"Far",17
1312,1,5,1,14,28,22,1736424689575,6,2,3,"Far",13
1312,1,6,1,15,31,24,1736424690233,7,2,1,"Near",28
1312,1,7,3,32,20,17,1736424690785,8,2,3,"Far",31
1312,1,7,6,56,39,29,1736424691649,9,2,3,"Far",20
1312,1,4,6,53,33,25,1736424692490,10,2,3,"Far",39
1312,1,2,7,59,37,28,1736424693254,11,2,3,"Far",33
1312,1,0,6,49,24,20,1736424693968,12,2,3,"Far",37
1312,1,1,4,34,18,16,1736424694618,13,2,3,"Far",24
1312,1,1,3,26,17,16,1736424695303,14,2,1,"Near",18
1312,1,1,1,10,8,10,1736424695843,15,2,2,"Far",17
1312,1,1,0,2,0,5,1736424696612,16,2,1,"Near",8
1312,1,4,2,21,29,23,1736424697691,17,2,5,"Far",0
1312,1,6,4,39,25,21,1736424698695,18,2,4,"Far",29
1312,1,7,3,32,21,18,1736424699376,19,2,2,"Far",25
1312,1,7,2,24,15,14,1736424700436,20,2,1,"Near",21
1312,1,7,1,16,28,22,1736424701052,21,2,1,"Near",15
1312,1,7,1,16,26,21,1736424702357,22,2,0,"Repeat",28
1312,1,7,0,8,30,24,1736424703667,23,2,1,"Near",26
1312,1,5,0,6,8,10,1736424704422,24,2,2,"Far",30
1312,1,3,0,4,21,18,1736424705026,25,2,2,"Far",8
1312,1,2,0,3,13,15,1736424706054,0,3,NA,NA,NA
1312,1,2,3,27,1,6,1736424707678,1,3,3,"Far",13
1312,1,3,4,36,12,14,1736424708436,2,3,2,"Far",1
1312,1,5,5,46,15,16,1736424709137,3,3,3,"Far",12
1312,1,6,4,39,20,20,1736424709836,4,3,2,"Far",15
1312,1,6,2,23,26,24,1736424710454,5,3,2,"Far",20
1312,1,4,2,21,11,13,1736424711229,6,3,2,"Far",26
1312,1,1,2,18,16,17,1736424712077,7,3,3,"Far",11
1312,1,1,4,34,19,19,1736424712784,8,3,2,"Far",16
1312,1,1,6,50,8,11,1736424713437,9,3,2,"Far",19
1312,1,4,7,61,14,15,1736424714205,10,3,4,"Far",8
1312,1,7,6,56,19,19,1736424714949,11,3,4,"Far",14
1312,1,7,0,8,9,12,1736424716168,12,3,6,"Far",19
1312,1,6,0,7,32,29,1736424716962,13,3,1,"Near",9
1312,1,4,0,5,41,35,1736424717712,14,3,2,"Far",32
1312,1,5,1,14,26,24,1736424718570,15,3,2,"Far",41
1312,1,5,2,22,23,22,1736424719257,16,3,1,"Near",26
1312,1,5,3,30,22,21,1736424720054,17,3,1,"Near",23
1312,1,4,4,37,10,12,1736424720961,18,3,2,"Far",22
1312,1,3,6,52,30,27,1736424721715,19,3,3,"Far",10
1312,1,2,7,59,39,34,1736424722648,20,3,2,"Far",30
1312,1,0,7,57,1,6,1736424723698,21,3,2,"Far",39
1312,1,0,6,49,0,5,1736424724233,22,3,1,"Near",1
1312,1,0,5,41,10,12,1736424724796,23,3,1,"Near",0
1312,1,0,4,33,29,26,1736424725365,24,3,1,"Near",10
1312,1,1,1,10,26,24,1736424726306,25,3,4,"Far",29
1312,1,0,0,1,30,23,1736424727332,0,4,NA,NA,NA
1312,1,3,3,28,16,15,1736424728376,1,4,6,"Far",30
1312,1,5,4,38,29,22,1736424729184,2,4,3,"Far",16
1312,1,5,6,54,14,13,1736424729849,3,4,2,"Far",29
1312,1,3,6,52,17,15,1736424730490,4,4,2,"Far",14
1312,1,1,5,42,15,14,1736424731179,5,4,3,"Far",17
1312,1,5,2,22,41,30,1736424732151,6,4,7,"Far",15
1312,1,3,0,4,30,23,1736424732900,7,4,4,"Far",41
1312,1,2,2,19,30,23,1736424733601,8,4,3,"Far",30
1312,1,0,3,25,49,34,1736424734442,9,4,3,"Far",30
1312,1,6,4,39,24,19,1736424735407,10,4,7,"Far",49
1312,1,7,2,24,20,17,1736424736072,11,4,3,"Far",24
1312,1,7,0,8,8,10,1736424736723,12,4,2,"Far",20
1312,1,5,0,6,12,12,1736424737382,13,4,2,"Far",8
1312,1,7,6,56,14,13,1736424738595,14,4,8,"Far",12
1312,1,6,7,63,29,22,1736424739369,15,4,2,"Far",14
1312,1,2,7,59,26,21,1736424740194,16,4,4,"Far",29
1312,1,0,6,49,20,17,1736424740973,17,4,3,"Far",26
1312,1,3,4,36,29,22,1736424741731,18,4,5,"Far",20
1312,1,3,1,12,16,15,1736424742594,19,4,3,"Far",29
1312,1,1,1,10,29,22,1736424743248,20,4,2,"Far",16
1312,1,6,3,31,41,30,1736424744858,21,4,7,"Far",29
1312,1,6,0,7,17,15,1736424745936,22,4,3,"Far",41
1312,1,6,1,15,16,15,1736424746477,23,4,1,"Near",17
1312,1,0,4,33,39,28,1736424748379,24,4,9,"Far",16
1312,1,4,1,13,10,11,1736424749598,25,4,7,"Far",39
1312,1,0,3,25,20,17,1736424750516,0,5,NA,NA,NA
1312,1,4,4,37,47,34,1736424754923,1,5,5,"Far",20
1312,1,4,6,53,49,35,1736424755530,2,5,2,"Far",47
1312,1,3,5,44,41,30,1736424756188,3,5,2,"Far",49
1312,1,3,2,20,5,8,1736424756839,4,5,3,"Far",41
1312,1,5,2,22,34,26,1736424757576,5,5,2,"Far",5
1312,1,6,0,7,30,24,1736424758340,6,5,3,"Far",34
